date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:49:23	8846/8846	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:06:48%20GMT	http://www.tunawezatz.org/partiners/local-cooperation.html	D:/web/TunawezaTZ/www.tunawezatz.org/partiners/local-cooperation.html	(from http://www.tunawezatz.org/)
10:49:23	89716/89716	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/slidejengo9.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/slidejengo9.jpg	(from http://www.tunawezatz.org/)
10:49:23	8269/8269	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:06:16%20GMT	http://www.tunawezatz.org/partiners/international-cooperation.html	D:/web/TunawezaTZ/www.tunawezatz.org/partiners/international-cooperation.html	(from http://www.tunawezatz.org/)
10:49:24	7933/7933	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:04:46%20GMT	http://www.tunawezatz.org/contacts.html	D:/web/TunawezaTZ/www.tunawezatz.org/contacts.html	(from http://www.tunawezatz.org/)
10:49:24	8921/8921	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:04:10%20GMT	http://www.tunawezatz.org/donation-and-support.html	D:/web/TunawezaTZ/www.tunawezatz.org/donation-and-support.html	(from http://www.tunawezatz.org/)
10:49:25	8506/8506	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:01:00%20GMT	http://www.tunawezatz.org/shop.html	D:/web/TunawezaTZ/www.tunawezatz.org/shop.html	(from http://www.tunawezatz.org/)
10:49:25	88922/88922	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/slidejengo10.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/slidejengo10.jpg	(from http://www.tunawezatz.org/)
10:49:25	8802/8802	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Aug%202018%2006:22:56%20GMT	http://www.tunawezatz.org/volunteerism.html	D:/web/TunawezaTZ/www.tunawezatz.org/volunteerism.html	(from http://www.tunawezatz.org/)
10:49:28	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/intro.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/intro.jpg	(from http://www.tunawezatz.org/)
10:49:30	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/batic.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/batic.jpg	(from http://www.tunawezatz.org/)
10:49:31	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/sewing.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/sewing.jpg	(from http://www.tunawezatz.org/)
10:49:33	28820/28820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/ecological.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/ecological.jpg	(from http://www.tunawezatz.org/)
10:49:33	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/boardmeeting.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/boardmeeting.jpg	(from http://www.tunawezatz.org/)
10:49:34	30124/30124	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/domestic.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/domestic.jpg	(from http://www.tunawezatz.org/)
10:49:35	1143/1143	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/facebook.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/facebook.png	(from http://www.tunawezatz.org/)
10:49:36	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/paperworkshop.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/paperworkshop.jpg	(from http://www.tunawezatz.org/)
10:49:36	4515/4515	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/Webmail-app.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/Webmail-app.png	(from http://www.tunawezatz.org/)
10:49:37	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/jewerlymanufacturing.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/jewerlymanufacturing.jpg	(from http://www.tunawezatz.org/)
10:49:38	32768/32768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/sociallife.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/sociallife.jpg	(from http://www.tunawezatz.org/)
10:49:40	11631/11631	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/header.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/header.png	(from http://www.tunawezatz.org/style.css)
10:49:40	147/147	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/menuseparator.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/menuseparator.png	(from http://www.tunawezatz.org/style.css)
10:49:40	24290/24290	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/pageglare.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/pageglare.png	(from http://www.tunawezatz.org/style.css)
10:49:40	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/spacer.gif	D:/web/TunawezaTZ/www.tunawezatz.org/images/spacer.gif	(from http://www.tunawezatz.org/style.css)
10:49:41	343/343	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/blockheadericon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/blockheadericon.png	(from http://www.tunawezatz.org/style.css)
10:49:41	113/113	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/blockbullets.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/blockbullets.png	(from http://www.tunawezatz.org/style.css)
10:49:42	671/671	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/searchicon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/searchicon.png	(from http://www.tunawezatz.org/style.css)
10:49:42	273/273	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postdateicon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postdateicon.png	(from http://www.tunawezatz.org/style.css)
10:49:42	81935/81935	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/object824711379.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/object824711379.png	(from http://www.tunawezatz.org/style.css)
10:49:43	208/208	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postauthoricon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postauthoricon.png	(from http://www.tunawezatz.org/style.css)
10:49:43	346/346	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postpdficon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postpdficon.png	(from http://www.tunawezatz.org/style.css)
10:49:43	434/434	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postprinticon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postprinticon.png	(from http://www.tunawezatz.org/style.css)
10:49:44	560/560	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postemailicon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postemailicon.png	(from http://www.tunawezatz.org/style.css)
10:49:44	263/263	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postediticon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postediticon.png	(from http://www.tunawezatz.org/style.css)
10:49:45	113/113	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postbullets.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postbullets.png	(from http://www.tunawezatz.org/style.css)
10:49:45	536/536	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/postquote.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/postquote.png	(from http://www.tunawezatz.org/style.css)
10:49:46	2600/2600	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/footerrssicon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/footerrssicon.png	(from http://www.tunawezatz.org/style.css)
10:49:46	1364/1364	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/footerfacebookicon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/footerfacebookicon.png	(from http://www.tunawezatz.org/style.css)
10:49:46	969/969	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/footertwittericon.png	D:/web/TunawezaTZ/www.tunawezatz.org/images/footertwittericon.png	(from http://www.tunawezatz.org/style.css)
10:49:47	3117/3117	---M--	200	added ('OK')	image/gif	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/preloader-01.gif	D:/web/TunawezaTZ/www.tunawezatz.org/images/preloader-01.gif	(from http://www.tunawezatz.org/style.css)
10:49:54	83776/83776	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/jengo.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/jengo.jpg	(from http://www.tunawezatz.org/about-us.html)
10:50:08	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/P1080810-2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/P1080810-2.jpg	(from http://www.tunawezatz.org/about-us.html)
10:50:09	83776/83776	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/jengo-2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/jengo-2.jpg	(from http://www.tunawezatz.org/news/events.html)
10:50:11	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/P1080810.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/P1080810.jpg	(from http://www.tunawezatz.org/news/events.html)
10:50:31	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/loc1.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/loc1.jpg	(from http://www.tunawezatz.org/partiners/local-cooperation.html)
10:50:31	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/loc2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/loc2.jpg	(from http://www.tunawezatz.org/partiners/local-cooperation.html)
10:50:32	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/loc3.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/loc3.jpg	(from http://www.tunawezatz.org/partiners/local-cooperation.html)
10:50:52	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/int1.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/int1.jpg	(from http://www.tunawezatz.org/partiners/international-cooperation.html)
10:50:53	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/int2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/int2.jpg	(from http://www.tunawezatz.org/partiners/international-cooperation.html)
10:50:54	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/int3.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/int3.jpg	(from http://www.tunawezatz.org/partiners/international-cooperation.html)
10:50:57	29197/29197	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/boardmeeting-2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/boardmeeting-2.jpg	(from http://www.tunawezatz.org/donation-and-support.html)
10:51:00	463850/463850	---M--	200	added ('OK')	application/pdf	date:Sat,%2002%20Jun%202018%2009:12:50%20GMT	http://www.tunawezatz.org/news/newsletter/newsletter.pdf	D:/web/TunawezaTZ/www.tunawezatz.org/news/newsletter/newsletter.pdf	(from http://www.tunawezatz.org/news/newsletter.html)
10:51:15	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/don1.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/don1.jpg	(from http://www.tunawezatz.org/donation-and-support.html)
10:51:15	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/don2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/don2.jpg	(from http://www.tunawezatz.org/donation-and-support.html)
10:51:19	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/shop1.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/shop1.jpg	(from http://www.tunawezatz.org/shop.html)
10:51:22	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/shop2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/shop2.jpg	(from http://www.tunawezatz.org/shop.html)
10:51:23	8735/8735	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Aug%202018%2007:28:04%20GMT	http://www.tunawezatz.org/registrationform/registration.html	D:/web/TunawezaTZ/www.tunawezatz.org/registrationform/registration.html	(from http://www.tunawezatz.org/volunteerism.html)
10:51:33	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/shop3.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/shop3.jpg	(from http://www.tunawezatz.org/shop.html)
10:51:33	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/vol1.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/vol1.jpg	(from http://www.tunawezatz.org/volunteerism.html)
10:51:34	131072/131072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Aug%202018%2005:47:02%20GMT	http://www.tunawezatz.org/images/vol2.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/images/vol2.jpg	(from http://www.tunawezatz.org/volunteerism.html)
10:51:35	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	D:/web/TunawezaTZ/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from http://www.tunawezatz.org/registrationform/registration.html)
10:51:36	23409/23409	---MCZ	200	added ('OK')	text/css	etag:W/%22ab6b02efeaf178e0247b9504051472fb%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap-theme.min.css	D:/web/TunawezaTZ/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap-theme.min.css	(from http://www.tunawezatz.org/registrationform/registration.html)
10:51:37	395/395	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Aug%202017%2008:23:38%20GMT	http://www.tunawezatz.org/registrationform/form.css	D:/web/TunawezaTZ/www.tunawezatz.org/registrationform/form.css	(from http://www.tunawezatz.org/registrationform/registration.html)
10:51:38	1674/1674	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2031%20Aug%202017%2008:23:38%20GMT	http://www.tunawezatz.org/registrationform/form.js	D:/web/TunawezaTZ/www.tunawezatz.org/registrationform/form.js	(from http://www.tunawezatz.org/registrationform/registration.html)
10:51:38	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	D:/web/TunawezaTZ/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from http://www.tunawezatz.org/registrationform/registration.html)
10:51:41	74313/74313	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Aug%202018%2014:48:46%20GMT	http://www.tunawezatz.org/registrationform/images/jurassic-coast-1406284_1920.jpg	D:/web/TunawezaTZ/www.tunawezatz.org/registrationform/images/jurassic-coast-1406284_1920.jpg	(from http://www.tunawezatz.org/registrationform/form.css)
